age,sex,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
36, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,5.301029996,200.5432623
23, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.079181246,59.09706408
51, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.230448921,68.74808773
47, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5.176091259,176.9896505
34, Male, Never Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.643452676,103.9024706
34, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.414973348,82.6796373
43, Male, Married, White, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,5.301029996,200.5432623
43, Male, Separated, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.62324929,101.8243521
40, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, <=Good, Yes,5.096910013,163.515864
59, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, No,4.653212514,104.9215065
53, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.698970004,109.8339856
32, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.653212514,104.9215065
48, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.681241237,107.9039239
37, Male, Never Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,5.204119983,182.020621
20, Male, Never Married, Black, Some College, Middle Atlantic, Information, >=Very Good, No,4.318063335,75.04315402
32, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.113943352,61.18752643
40, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.447158031,85.38394038
48, Male, Married, White, Some College, Middle Atlantic, Information, <=Good, Yes,4.818859053,123.8237338
43, Male, Married, White, College Grad, Middle Atlantic, Information, <=Good, Yes,5.176091259,176.9896505
56, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
55, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,5.591980114,268.266292
38, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.494154594,89.49247952
52, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.531478917,92.89584479
40, Male, Married, White, Advanced Degree, Middle Atlantic, Information, <=Good, No,4.84509804,127.1157438
29, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.748188027,115.3750386
45, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.875072844,130.9836943
39, Male, Married, Asian, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.230448921,68.74808773
50, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5.204119983,182.020621
50, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.968482949,143.8085568
57, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.903089987,134.7053751
30, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.146128036,63.188861
56, Male, Divorced, Black, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.322219295,75.35567932
43, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.17609705,176.9906754
43, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.653212514,104.9215065
67, Male, Married, Black, Some College, Middle Atlantic, Information, <=Good, Yes,4.812913357,123.0896998
50, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.716003344,111.7208494
49, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.716003344,111.7208494
50, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.477121255,87.98103279
59, Male, Married, Black, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.971275849,144.2107612
51, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.763427994,117.1468169
39, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.361727836,78.3924668
54, Male, Married, Black, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.602059991,99.6894637
55, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.812913357,123.0896998
45, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.84509804,127.1157438
54, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.934498451,139.0034081
23, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.84509804,127.1157438
74, Male, Widowed, Black, College Grad, Middle Atlantic, Information, <=Good, No,4.255272505,70.47601965
52, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.698970004,109.8339856
25, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.260071388,70.81503862
45, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.255272505,70.47601965
37, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,5.176091259,176.9896505
55, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.73239376,113.5670896
25, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.414973348,82.6796373
66, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5,148.4131591
47, Male, Never Married, Black, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.08278537,161.2224955
36, Male, Married, Black, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.84509804,127.1157438
63, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.903089987,134.7053751
44, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5.079181246,160.6424754
37, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.590617833,267.9010869
32, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.653212514,104.9215065
43, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.903089987,134.7053751
37, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.812913357,123.0896998
26, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.204119983,66.96164432
39, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.51851394,91.69922611
45, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.079181246,160.6424754
40, Male, Never Married, Black, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.919078092,136.8763676
51, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.033423755,153.4575153
52, Male, Married, Black, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.113943352,61.18752643
43, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.176091259,65.11085372
52, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.740362689,114.4757133
50, Male, Never Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.204119983,182.020621
54, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, No,4.740362689,114.4757133
28, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.579783597,97.49329405
28, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.919078092,136.8763676
26, Male, Never Married, Asian, College Grad, Middle Atlantic, Information, <=Good, No,4.579783597,97.49329405
45, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.397940009,81.28325328
34, Male, Divorced, White, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.301029996,73.77574327
73, Male, Married, Black, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.77815125,118.8843593
31, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.73239376,113.5670896
29, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.505149978,90.48191336
40, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.079181246,160.6424754
38, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.190331698,179.5280922
42, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.995635195,147.7667762
50, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.477121255,87.98103279
51, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.07809415,59.03285483
40, Male, Separated, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.675778342,107.3160632
25, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, No,3.903089987,49.55533812
47, Male, Divorced, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.973127854,144.4780877
27, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.397940009,81.28325328
53, Male, Divorced, White, College Grad, Middle Atlantic, Industrial, <=Good, No,4.402261382,81.63526865
67, Male, Married, Black, < HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.477121255,87.98103279
40, Male, Married, Asian, College Grad, Middle Atlantic, Information, <=Good, Yes,4.875061263,130.9821774
44, Male, Married, Black, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.477121255,87.98103279
33, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.397940009,81.28325328
29, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.491361694,89.24288466
32, Male, Never Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.737192643,114.1133945
27, Male, Never Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.653212514,104.9215065
40, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.72427587,112.6488963
36, Male, Divorced, White, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.041392685,56.90553914
48, Male, Never Married, Black, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.477121255,87.98103279
56, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
24, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.84509804,127.1157438
53, Male, Married, Asian, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,4.903089987,134.7053751
34, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.681241237,107.9039239
61, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, No,5.641005851,281.7459706
38, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,3.875061263,48.18565022
55, Male, Widowed, White, College Grad, Middle Atlantic, Industrial, <=Good, Yes,4.84509804,127.1157438
70, Male, Married, White, College Grad, Middle Atlantic, Information, <=Good, No,3.919078092,50.35400164
24, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.397940009,81.28325328
22, Male, Separated, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.318063335,75.04315402
38, Male, Divorced, Black, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.653212514,104.9215065
29, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.380211242,79.85490031
30, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.875061263,130.9821774
38, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.146128036,171.7651326
49, Male, Separated, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.579783597,97.49329405
71, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.591064607,98.59934386
32, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.431363764,84.04595765
40, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.701322708,299.2629768
32, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.260071388,70.81503862
33, Male, Never Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.414973348,82.6796373
40, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.301029996,73.77574327
25, Male, Never Married, Black, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.350248018,77.49768139
36, Male, Separated, Black, Some College, Middle Atlantic, Information, <=Good, No,4.51851394,91.69922611
46, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.954242509,141.7751723
59, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,4.540329475,93.72167396
49, Male, Never Married, White, Advanced Degree, Middle Atlantic, Industrial, <=Good, No,4.963787827,143.1349408
41, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.51851394,91.69922611
42, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.875061263,130.9821774
59, Male, Married, Black, Some College, Middle Atlantic, Information, >=Very Good, No,4.477121255,87.98103279
27, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.337139663,76.4884434
30, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.272305844,71.68674367
54, Male, Married, Black, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.477121255,87.98103279
31, Male, Never Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.389166084,80.57319971
34, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.096910013,163.515864
47, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.681241237,107.9039239
40, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.892094603,133.2323508
29, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.301029996,73.77574327
58, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.477121255,87.98103279
